time_stamp,security_id,value,volume
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,COZ4,85.97,2
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.98,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,COZ4,85.99,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.98,1
2014-11-03 09:00:00,CLZ4,80.81,2
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.82,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,2
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.8,2
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,COZ4,85.96,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,2
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,COZ4,85.96,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,2
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,COZ4,85.98,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,3
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.78,2
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.81,2
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,2
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.98,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.8,2
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.82,1
2014-11-03 09:00:00,CLZ4,80.82,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,2
2014-11-03 09:00:00,COZ4,85.98,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.77,2
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,COZ4,85.98,1
2014-11-03 09:00:00,CLZ4,80.78,3
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.77,9
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,2
2014-11-03 09:00:00,CLZ4,80.8,3
2014-11-03 09:00:00,CLZ4,80.82,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.8,2
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.78,2
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.81,4
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.82,1
2014-11-03 09:00:00,COZ4,85.96,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,COZ4,85.97,2
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,COZ4,85.97,2
2014-11-03 09:00:00,CLZ4,80.78,2
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,COZ4,85.96,1
2014-11-03 09:00:00,CLZ4,80.77,2
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.82,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.82,1
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.82,1
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,3
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.98,1
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.77,2
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.98,1
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.77,2
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.81,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.98,2
2014-11-03 09:00:00,CLZ4,80.77,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.78,1
2014-11-03 09:00:00,CLZ4,80.82,2
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.8,4
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.8,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,COZ4,85.97,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:00,CLZ4,80.79,1
2014-11-03 09:00:01,COZ4,85.96,1
2014-11-03 09:00:01,COZ4,85.95,4
2014-11-03 09:00:01,COZ4,85.95,4
2014-11-03 09:00:01,COZ4,85.95,1
2014-11-03 09:00:01,COZ4,85.95,1
2014-11-03 09:00:01,CLZ4,80.77,1
2014-11-03 09:00:01,CLZ4,80.77,1
2014-11-03 09:00:01,CLZ4,80.77,1
2014-11-03 09:00:01,CLZ4,80.77,1
2014-11-03 09:00:01,CLZ4,80.77,3
2014-11-03 09:00:01,CLZ4,80.77,1
2014-11-03 09:00:01,CLZ4,80.77,3
2014-11-03 09:00:01,CLZ4,80.77,2
2014-11-03 09:00:02,CLZ4,80.77,1
2014-11-03 09:00:02,CLZ4,80.77,1
2014-11-03 09:00:02,COZ4,85.95,1
2014-11-03 09:00:02,COZ4,85.95,1
2014-11-03 09:00:02,CLZ4,80.78,2
2014-11-03 09:00:02,CLZ4,80.78,1
2014-11-03 09:00:02,CLZ4,80.78,2
2014-11-03 09:00:02,CLZ4,80.78,1
2014-11-03 09:00:02,CLZ4,80.78,1
2014-11-03 09:00:02,CLZ4,80.78,1
2014-11-03 09:00:02,COZ4,85.95,1
2014-11-03 09:00:02,COZ4,85.95,1
2014-11-03 09:00:02,COZ4,85.95,1
2014-11-03 09:00:02,CLZ4,80.77,1
2014-11-03 09:00:02,COZ4,85.96,1
2014-11-03 09:00:02,CLZ4,80.78,1
2014-11-03 09:00:02,CLZ4,80.78,1
2014-11-03 09:00:02,CLZ4,80.78,1
2014-11-03 09:00:02,COZ4,85.96,1
2014-11-03 09:00:03,CLZ4,80.78,1
2014-11-03 09:00:03,CLZ4,80.78,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,CLZ4,80.79,1
2014-11-03 09:00:03,COZ4,85.96,1
2014-11-03 09:00:03,CLZ4,80.78,1
2014-11-03 09:00:04,CLZ4,80.78,1
2014-11-03 09:00:04,CLZ4,80.79,1
2014-11-03 09:00:04,CLZ4,80.79,1
2014-11-03 09:00:04,CLZ4,80.79,1
2014-11-03 09:00:04,CLZ4,80.79,1
2014-11-03 09:00:04,CLZ4,80.79,1
2014-11-03 09:00:04,CLZ4,80.79,1
2014-11-03 09:00:05,CLZ4,80.79,12
2014-11-03 09:00:05,CLZ4,80.79,2
2014-11-03 09:00:05,CLZ4,80.78,1
2014-11-03 09:00:05,CLZ4,80.78,2
2014-11-03 09:00:06,COZ4,85.96,1
2014-11-03 09:00:06,COZ4,85.96,1
2014-11-03 09:00:06,COZ4,85.96,1
2014-11-03 09:00:06,CLZ4,80.79,1
2014-11-03 09:00:06,CLZ4,80.79,1
2014-11-03 09:00:07,CLZ4,80.79,1
2014-11-03 09:00:07,CLZ4,80.78,3
2014-11-03 09:00:07,CLZ4,80.78,1
2014-11-03 09:00:07,CLZ4,80.78,1
2014-11-03 09:00:08,CLZ4,80.78,1
2014-11-03 09:00:08,CLZ4,80.78,1
2014-11-03 09:00:09,CLZ4,80.78,1
2014-11-03 09:00:09,CLZ4,80.78,1
2014-11-03 09:00:09,CLZ4,80.78,2
2014-11-03 09:00:09,CLZ4,80.78,2
2014-11-03 09:00:09,COZ4,85.96,1
2014-11-03 09:00:09,COZ4,85.96,1
2014-11-03 09:00:09,COZ4,85.96,1
2014-11-03 09:00:09,COZ4,85.96,2
2014-11-03 09:00:09,COZ4,85.96,1
2014-11-03 09:00:09,COZ4,85.96,2
2014-11-03 09:00:09,COZ4,85.96,1
2014-11-03 09:00:09,COZ4,85.96,1
2014-11-03 09:00:09,CLZ4,80.78,1
2014-11-03 09:00:09,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,COZ4,85.96,1
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,7
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,2
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,1
2014-11-03 09:00:10,CLZ4,80.79,3
2014-11-03 09:00:10,CLZ4,80.79,3
2014-11-03 09:00:10,CLZ4,80.8,1
2014-11-03 09:00:10,CLZ4,80.8,1
2014-11-03 09:00:10,CLZ4,80.8,1
2014-11-03 09:00:10,CLZ4,80.8,5
2014-11-03 09:00:10,CLZ4,80.8,3
2014-11-03 09:00:10,CLZ4,80.8,1
2014-11-03 09:00:10,CLZ4,80.8,2
2014-11-03 09:00:10,CLZ4,80.8,1
2014-11-03 09:00:10,CLZ4,80.8,1
2014-11-03 09:00:10,COZ4,85.97,1
2014-11-03 09:00:10,COZ4,85.97,1
2014-11-03 09:00:10,COZ4,85.97,1
2014-11-03 09:00:10,COZ4,85.97,1
2014-11-03 09:00:10,COZ4,85.97,1
2014-11-03 09:00:10,COZ4,85.97,1
2014-11-03 09:00:10,CLZ4,80.81,1
2014-11-03 09:00:10,CLZ4,80.81,1
2014-11-03 09:00:10,CLZ4,80.81,1
2014-11-03 09:00:10,CLZ4,80.82,1
2014-11-03 09:00:10,CLZ4,80.82,2
2014-11-03 09:00:10,CLZ4,80.82,1
2014-11-03 09:00:10,CLZ4,80.82,1
2014-11-03 09:00:10,CLZ4,80.81,1
2014-11-03 09:00:11,COZ4,85.98,1
2014-11-03 09:00:11,COZ4,85.98,2
2014-11-03 09:00:11,COZ4,85.98,8
2014-11-03 09:00:11,COZ4,85.98,1
2014-11-03 09:00:11,COZ4,85.98,1
2014-11-03 09:00:11,COZ4,85.98,1
2014-11-03 09:00:11,COZ4,85.98,4
2014-11-03 09:00:11,COZ4,85.98,1
2014-11-03 09:00:11,COZ4,85.98,1
2014-11-03 09:00:11,COZ4,85.98,1
2014-11-03 09:00:11,CLZ4,80.81,1
2014-11-03 09:00:11,CLZ4,80.81,1
2014-11-03 09:00:11,COZ4,85.99,1
2014-11-03 09:00:11,CLZ4,80.81,1
2014-11-03 09:00:11,CLZ4,80.81,1
2014-11-03 09:00:12,CLZ4,80.82,1
2014-11-03 09:00:12,CLZ4,80.82,1
2014-11-03 09:00:12,COZ4,85.99,1
2014-11-03 09:00:12,COZ4,85.99,1
2014-11-03 09:00:12,COZ4,85.99,1
2014-11-03 09:00:12,COZ4,85.99,1
2014-11-03 09:00:12,COZ4,85.99,1
2014-11-03 09:00:12,CLZ4,80.81,1
2014-11-03 09:00:12,CLZ4,80.81,1
2014-11-03 09:00:12,COZ4,85.98,1
2014-11-03 09:00:12,COZ4,85.98,1
2014-11-03 09:00:13,CLZ4,80.82,1
2014-11-03 09:00:14,CLZ4,80.82,1
2014-11-03 09:00:14,CLZ4,80.82,1
2014-11-03 09:00:14,CLZ4,80.82,1
2014-11-03 09:00:14,CLZ4,80.82,1
2014-11-03 09:00:14,CLZ4,80.82,1
2014-11-03 09:00:14,CLZ4,80.82,1
2014-11-03 09:00:14,CLZ4,80.82,1
2014-11-03 09:00:14,COZ4,85.99,1
2014-11-03 09:00:16,CLZ4,80.81,2
2014-11-03 09:00:18,CLZ4,80.82,2
2014-11-03 09:00:18,CLZ4,80.82,1
2014-11-03 09:00:18,CLZ4,80.82,1
2014-11-03 09:00:18,CLZ4,80.82,1
2014-11-03 09:00:18,CLZ4,80.83,1
2014-11-03 09:00:18,CLZ4,80.83,1
2014-11-03 09:00:18,CLZ4,80.83,2
2014-11-03 09:00:18,CLZ4,80.83,1
2014-11-03 09:00:18,CLZ4,80.83,1
2014-11-03 09:00:18,CLZ4,80.83,1
2014-11-03 09:00:18,CLZ4,80.83,1
2014-11-03 09:00:18,CLZ4,80.83,1
2014-11-03 09:00:18,CLZ4,80.83,1
2014-11-03 09:00:18,CLZ4,80.83,1
2014-11-03 09:00:18,COZ4,86,10
2014-11-03 09:00:18,COZ4,86,6
2014-11-03 09:00:18,COZ4,86,10
2014-11-03 09:00:18,COZ4,86,10
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,2
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,2
2014-11-03 09:00:18,COZ4,86,4
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,COZ4,86,5
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,COZ4,86,6
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,3
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,COZ4,86,2
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,20
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,2
2014-11-03 09:00:18,CLZ4,80.85,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,CLZ4,80.85,1
2014-11-03 09:00:18,COZ4,86,2
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,COZ4,86.01,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,2
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:18,CLZ4,80.84,1
2014-11-03 09:00:19,CLZ4,80.85,1
2014-11-03 09:00:19,CLZ4,80.85,1
2014-11-03 09:00:19,CLZ4,80.85,1
2014-11-03 09:00:19,CLZ4,80.85,1
2014-11-03 09:00:19,CLZ4,80.85,1
2014-11-03 09:00:19,COZ4,86.02,1
2014-11-03 09:00:19,COZ4,86.02,1
2014-11-03 09:00:19,CLZ4,80.85,1
2014-11-03 09:00:19,COZ4,86.02,1
2014-11-03 09:00:20,CLZ4,80.85,1
2014-11-03 09:00:20,CLZ4,80.85,1
2014-11-03 09:00:21,CLZ4,80.84,2
2014-11-03 09:00:21,CLZ4,80.84,1
2014-11-03 09:00:21,CLZ4,80.84,1
2014-11-03 09:00:21,CLZ4,80.84,1
2014-11-03 09:00:21,CLZ4,80.84,3
2014-11-03 09:00:21,COZ4,86.01,1
2014-11-03 09:00:21,COZ4,86.01,2
2014-11-03 09:00:21,COZ4,86.01,1
2014-11-03 09:00:21,COZ4,86.01,1
2014-11-03 09:00:21,COZ4,86.01,1
2014-11-03 09:00:21,COZ4,86.01,1
2014-11-03 09:00:22,CLZ4,80.83,1
2014-11-03 09:00:22,CLZ4,80.84,1
2014-11-03 09:00:22,CLZ4,80.84,1
2014-11-03 09:00:22,CLZ4,80.84,1
2014-11-03 09:00:22,CLZ4,80.84,4
2014-11-03 09:00:22,CLZ4,80.84,2
2014-11-03 09:00:22,CLZ4,80.84,1
2014-11-03 09:00:22,CLZ4,80.84,4
2014-11-03 09:00:22,CLZ4,80.84,2
2014-11-03 09:00:22,CLZ4,80.84,1
2014-11-03 09:00:22,CLZ4,80.84,1
2014-11-03 09:00:22,CLZ4,80.84,1
2014-11-03 09:00:22,CLZ4,80.84,1
2014-11-03 09:00:22,CLZ4,80.83,1
2014-11-03 09:00:22,CLZ4,80.84,1
2014-11-03 09:00:23,CLZ4,80.84,1
2014-11-03 09:00:23,CLZ4,80.84,1
2014-11-03 09:00:23,COZ4,86.02,1
2014-11-03 09:00:24,COZ4,86.02,1
2014-11-03 09:00:24,COZ4,86.02,2
2014-11-03 09:00:24,COZ4,86.02,1
2014-11-03 09:00:24,COZ4,86.03,1
2014-11-03 09:00:24,COZ4,86.03,1
2014-11-03 09:00:24,COZ4,86.03,1
2014-11-03 09:00:24,COZ4,86.03,1
2014-11-03 09:00:24,COZ4,86.03,1
2014-11-03 09:00:24,CLZ4,80.85,1
2014-11-03 09:00:24,CLZ4,80.85,1
2014-11-03 09:00:24,CLZ4,80.85,1
2014-11-03 09:00:24,CLZ4,80.85,1
2014-11-03 09:00:24,CLZ4,80.85,1
2014-11-03 09:00:24,CLZ4,80.85,1
2014-11-03 09:00:24,CLZ4,80.85,1
2014-11-03 09:00:24,CLZ4,80.85,1
2014-11-03 09:00:24,CLZ4,80.85,1
